BFD	RA	Dec	Diameter	mag	HD	HIP	Name
E Car	9.093993333	-70.5385		4.66	78764	44626	
18 ome Hya	9.099546111	5.092319444		4.99	77996	44659	
76 kap Cnc	9.129114444	10.66818889		5.23	78316	44798	
lam Vel	9.133266111	-43.43258889		2.23	78647	44816	Alsuhail
72 tau Cnc	9.1333475	29.65423333		5.42	78235	44818	
kap Pyx	9.134133611	-25.85853889		4.62	78541	44824	
74 Cnc	9.135664444	14.71139722		7.69	78347	44838	
11 sig01 UMa	9.139861389	66.87323611		5.15	77800	44857	
19 Hya	9.145050833	-8.589511111		5.6	78556	44883	
75 Cnc	9.146480556	26.629125		5.95	78418	44892	
15 f UMa	9.147882778	51.60472222		4.46	78209	44901	
77 ksi Cnc	9.155981944	22.04545833		5.16	78515	44946	
20 Hya	9.159880556	-8.78765		5.47	78732	44961	
eps Pyx	9.165669444	-30.36540278		5.59	78922	45001	
79 Cnc	9.172460556	21.99641667		6.04	78715	45033	
13 sig02 UMa	9.173205	67.13401111		4.8	78154	45038	
RS Cnc	9.177444444	30.96313611		6.04	78712	45058	
14 tau UMa	9.181960556	63.51363333		4.67	78362	45075	
a Car	9.182802778	-58.96689167		3.43	79351	45080	
i Car	9.187977778	-62.31698056		3.96	79447	45101	
80 Cnc	9.199141667	18.04411389		6.87	79009	45153	
81 Cnc	9.204875	14.99604167		6.49	79096	45170	
21 Hya	9.207234444	-7.109833333		6.1	79193	45184	
36 Lyn	9.230063611	43.21790833		5.3	79158	45290	
16 c UMa	9.239038611	61.42331667		5.18	79028	45333	
22 the Hya	9.2394075	2.314288889		3.89	79469	45336	
z Vel	9.240135	-43.2275		5.24	79735	45344	
k01 Vel	9.249213611	-37.60239722		5.85	79807	45386	
82 pi. Cnc	9.253848056	14.94150833		5.36	79554	45410	
l Vel	9.260196944	-38.56994167		4.92	79917	45439	
k Vel	9.262522222	-37.41315		4.63	79940	45448	Markeb
17 UMa	9.263828611	56.74140833		5.28	79354	45455	
18 e UMa	9.269813611	54.02185		4.8	79439	45493	
g Car	9.27002	-57.541475		4.34	80230	45496	
24 Hya	9.278157778	-8.744755556		5.49	79931	45526	
23 Hya	9.27826	-6.353147222		5.24	79910	45527	
iot Car	9.284841111	-59.27526111		2.21	80404	45556	Tureis
25 Hya	9.291445556	-11.96196389		7.35	80105	45588	
K Vel	9.301630833	-51.05085833		5.26	80456	45631	
38 Lyn	9.314030278	36.80235556		3.82	80081	45688	
83 Cnc	9.316341389	17.70537222		6.61	80218	45699	
26 Hya	9.329550556	-11.97485		4.77	80499	45751	
27 P Hya	9.341394167	-9.555697222		4.8	80586	45811	
37 Lyn	9.345489444	51.26606111		6.14	80290	45836	
k Car	9.349114444	-62.40463333		4.79	81101	45856	
40 alf Lyn	9.3509175	34.39256667		3.14	80493	45860	
the Pyx	9.358219722	-25.96543889		4.71	80874	45902	
lam Pyx	9.3867375	-28.83388056		4.71	81169	46026	
iot Cha	9.402561667	-80.786875		5.34	82554	46107	
1 kap Leo	9.410905	26.18233056		4.47	81146	46146	Al Minliar al Asad
28 Hya	9.423343333	-5.117394444		5.6	81420	46221	
I Vel	9.438321944	-53.37890556		5.09	81848	46283	
29 Hya	9.454066389	-9.223755556		6.53	81728	46365	
G Hya	9.455114444	-22.34380278		4.72	81799	46371	
30 alf Hya	9.45979	-8.658602778		1.99	81797	46390	Alfard
2 ome Leo	9.474281944	9.056783333		5.4	81858	46454	
3 Leo	9.474771389	8.1883		5.72	81873	46457	
41 Lyn	9.477775	45.60148333		5.4	81688	46471	
31 tau01 Hya	9.485789722	-2.768955556		4.59	81997	46509	
eps Ant	9.487421944	-35.95133611		4.51	82150	46515	
psi Vel	9.511657778	-40.46673889		3.6	82434	46651	
7 LMi	9.512005556	33.65570833		5.87	82087	46652	
zet01 Ant	9.5127075	-31.89107222		7	82383	46657	
N Vel	9.520366111	-57.03437778		3.16	82668	46701	
23 h UMa	9.525437778	63.06179722		3.65	81937	46733	
zet02 Ant	9.5256	-31.87182778		5.91	82513	46734	
8 LMi	9.525669444	35.103275		5.39	82198	46735	
H Car	9.5267425	-73.08091389		5.46	83095	46741	
4 lam Leo	9.528674167	22.967975		4.32	82308	46750	Alterf
5 ksi Leo	9.532426944	11.29982778		4.99	82395	46771	
6 h Leo	9.532660278	9.715763889		5.07	82381	46774	
32 tau02 Hya	9.533034722	-1.184666667		4.54	82446	46776	
25 the UMa	9.547856389	51.67856667		3.17	82328	46853	
9 LMi	9.558433611	36.48695		6.19	82522	46904	
zet Cha	9.564826111	-80.94125833		5.07	83979	46928	
L Vel	9.569109167	-51.25526667		5.01	83058	46950	
10 LMi	9.570383889	36.39756111		4.54	82635	46952	
h Car	9.574069444	-59.22975556		4.08	83183	46974	
24 d UMa	9.574683611	69.83034444		4.54	82210	46977	
33 A Hya	9.575735556	-5.914944444		5.56	82870	46982	
26 UMa	9.580398611	52.05148056		4.47	82621	47006	
22 UMa	9.581535278	72.20568333		5.77	82189	47013	
11 LMi	9.594307222	35.81020833		5.4	82885	47080	
7 Leo	9.598023333	14.37958889		6.32	83023	47096	
M Vel	9.613760833	-49.35503611		4.34	83446	47175	
8 Leo	9.617383333	16.43795278		5.73	83189	47189	
10 Leo	9.620186944	6.835780556		5	83240	47205	
9 Leo	9.630525556	24.67027778		6.61	83273	47247	
34 Hya	9.630973889	-9.424447222		6.4	83373	47249	
11 Leo	9.633686667	14.34724722		6.63	83343	47266	
y Vel	9.633737222	-43.19095		5.51	83548	47267	
42 Lyn	9.639381944	40.23979167		5.28	83287	47300	
2 Sex	9.640913056	4.649294444		4.68	83425	47310	
m Car	9.655832222	-61.32805833		4.51	83944	47391	
37 Hya	9.663169444	-10.570275		6.31	83650	47427	
35 iot Hya	9.664267222	-1.142802778		3.9	83618	47431	
38 kap Hya	9.6717675	-14.33229167		5.07	83754	47452	
14 omi Leo	9.685842778	9.892308333		3.52	83808	47508	Subra
I Hya	9.6880575	-23.59151111		4.76	83953	47522	
13 Leo	9.694023611	25.91287778		6.26	83821	47550	
43 Lyn	9.700095278	39.75786111		5.61	83805	47570	
13 LMi	9.711872222	35.09338333		6.12	83951	47631	
27 UMa	9.715885278	72.25262222		5.15	83506	47654	
15 f Leo	9.725906111	29.97448333		5.64	84107	47701	
O Vel	9.728398611	-53.89128333		5.56	84461	47717	
16 psi Leo	9.7288625	14.02169167		5.36	84194	47723	
the Ant	9.736693611	-27.76946944		4.78	84367	47758	
l Car	9.754114722	-62.50790278		3.69	84810	47854	
17 eps Leo	9.764186944	23.77425556		2.97	84441	47908	Ras Elased Australis
28 UMa	9.765379444	63.65330833		6.51	84179	47911	
nu. Cha	9.772398611	-76.77611944		5.43	85396	47956	
18 Leo	9.773146667	11.81003889		5.67	84561	47959	
44 Lyn	9.775462222	57.12806944		5.09	84335	47965	
14 LMi	9.778468056	45.11440556		6.81	84453	47973	
ups Car	9.785034167	-65.07200556		2.92	85123	48002	
19 Leo	9.790546111	11.568175		6.44	84722	48029	
15 LMi	9.809825556	46.02101389		5.08	84737	48113	
20 Leo	9.830581944	21.179425		6.1	85040	48218	
u Vel	9.832538333	-45.73273611		5.09	85355	48224	
16 LMi	9.837185556	39.63170278		6.64	85029	48256	
4 Sex	9.841689444	4.343655556		6.24	85217	48273	
29 ups UMa	9.849908889	59.03909167		3.78	84999	48319	
23 Leo	9.850551389	13.06623611		6.45	85268	48324	
6 Sex	9.853898056	-4.243344444		6.01	85364	48341	
39 ups01 Hya	9.857970278	-14.84661111		4.11	85444	48356	
m Vel	9.861296389	-46.54761944		4.58	85622	48374	
22 g Leo	9.864731111	24.3954		5.29	85376	48390	
30 phi UMa	9.868433611	54.06433611		4.55	85235	48402	
7 Sex	9.870045556	2.454119444		6.02	85504	48414	
8 gam Sex	9.875125278	-8.104997222		5.07	85558	48437	
24 mu. Leo	9.879393611	26.00696389		3.88	85503	48455	Ras Elased Borealis
9 Sex	9.901862222	4.945413889		6.72	85762	48552	
31 UMa	9.928611944	49.81984444		5.27	85795	48682	
18 LMi	9.942035	32.38466389		6.55	86012	48742	
phi Vel	9.947705833	-54.56779444		3.52	86440	48774	
19 LMi	9.961403889	41.05563611		5.11	86146	48833	
27 nu. Leo	9.970382222	12.4448		5.26	86360	48883	
eta Ant	9.981187778	-35.89097222		5.23	86629	48926	
12 Sex	9.995299722	3.384802778		6.69	86611	48990	
29 pi. Leo	10.00355722	8.044225		4.68	86663	49029	
mu. Cha	10.01216389	-82.21467222		5.53	87971	49065	
20 LMi	10.01684889	31.923725		5.37	86728	49081	
mu.02 Cha	10.06865861	-81.56549444		6.6	88351	49326	
13 Sex	10.06900889	3.201061111		6.43	87301	49329	
40 ups02 Hya	10.08540806	-13.064625		4.6	87504	49402	
14 Sex	10.11317361	5.611491667		6.2	87682	49530	
30 eta Leo	10.12220917	16.76266667		3.48	87737	49583	Al'dzhabkhakh
21 LMi	10.1238225	35.24469444		4.49	87696	49593	
31 A Leo	10.13174194	9.997508333		4.39	87837	49637	
15 alf Sex	10.13230194	0		4.48	87887	49641	
Q Vel	10.14895528	-51.81126389		4.85	88206	49712	
S Car	10.15608083	-61.54900556		6.94	88366	49751	
17 Sex	10.16876139	-8.408166667		5.91	88195	49812	
41 lam Hya	10.17646556	-12.35405278		3.61	88284	49841	
18 Sex	10.18218417	-8.418463889		5.64	88333	49865	
34 Leo	10.1939475	13.35511667		6.43	88355	49929	
19 Sex	10.21343444	4.614680556		5.77	88547	50027	
M Car	10.22517583	-66.37281111		5.15	88981	50083	
ome Car	10.22894889	-70.03789722		3.29	89080	50099	
20 Sex	10.22899417	-7.38405		7.37	88697	50100	
21 Sex	10.23566722	-7.993502778		6.97	88764	50140	
q Vel	10.24559861	-42.12193611		3.85	88955	50191	
22 LMi	10.25176083	31.46806389		6.47	88786	50218	
U UMa	10.25212972	59.98554167		6.18	88651	50222	
23 LMi	10.27067556	29.31050278		5.49	88960	50303	
24 LMi	10.2744675	28.68248889		6.46	88986	50316	
35 Leo	10.27563583	23.50309444		5.95	89010	50319	
37 Leo	10.27798278	13.72833056		5.42	89056	50333	
36 zet Leo	10.27816806	23.41733056		3.43	89025	50335	Adhafera
q Car	10.28471556	-61.33230833		3.39	89388	50371	
33 lam UMa	10.28497806	42.91446667		3.45	89021	50372	Tania Borealis
39 Leo	10.28737194	23.106225		5.81	89125	50384	
22 eps Sex	10.29383389	-8.068913889		5.25	89254	50414	
32 UMa	10.30056333	65.10835		5.74	88983	50448	
40 Leo	10.32893583	19.47093611		4.78	89449	50564	
J Vel	10.34855361	-56.04321944		4.5	89890	50676	
23 Sex	10.35055694	2.289725		6.66	89688	50684	
42 Leo	10.36397333	14.975775		6.16	89774	50755	
r Vel	10.37210667	-41.64995833		4.82	89998	50799	
34 mu. UMa	10.37215028	41.49951389		3.06	89758	50801	Tania Australis
L Car	10.38281861	-66.90149444		4.97	90264	50847	
43 Leo	10.3834575	6.542647222		6.06	89962	50851	
27 LMi	10.38509083	33.90814167		5.89	89904	50860	
25 Sex	10.39068833	-4.074033333		5.93	90044	50885	
28 LMi	10.40238972	33.71853056		5.52	90040	50935	
I Car	10.40658528	-74.03161389		3.99	90589	50954	
44 Leo	10.4208875	8.784847222		5.61	90254	51008	
29 LMi	10.42914528	35.42543333		6.49	90250	51047	
30 LMi	10.43189278	33.79611944		4.72	90277	51056	
42 mu. Hya	10.43484056	-16.83629167		3.83	90432	51069	
26 Sex	10.4435875	0		6.33	90473	51117	
27 Sex	10.44635361	-4.388338889		6.55	90485	51135	
alf Ant	10.45252806	-31.06777778		4.28	90610	51172	
P Car	10.45679722	-57.63880556		4.65	90772	51192	
45 Leo	10.46083056	9.762394444		6.01	90569	51213	
s Car	10.46464778	-58.73940278		3.81	90853	51232	
31 bet LMi	10.46472361	36.70722222		4.2	90537	51233	
29 del Sex	10.49130611	-2.739077778		5.19	90882	51362	
del Ant	10.49316028	-30.60705556		5.57	90972	51376	
35 UMa	10.49845444	65.62623333		6.32	90633	51401	
32 LMi	10.50179083	38.92513333		5.79	90840	51420	
30 bet Sex	10.50485583	0		5.08	90994	51437	
K Car	10.50559139	-71.99279167		4.72	91375	51438	
31 Sex	10.50860972	2.150208333		6.98	91011	51451	
36 UMa	10.51043861	55.98053889		4.82	90839	51459	
Y Vel	10.52272806	-53.71547778		4.89	91324	51523	
33 LMi	10.53093778	32.37955278		5.9	91130	51556	
s Vel	10.53262111	-45.06669444		5.76	91355	51561	
p Car	10.53374528	-61.68535833		3.3	91465	51576	
46 Leo	10.53660417	14.13726667		5.43	91232	51585	
phi01 Hya	10.54476639	-16.95872222		7.81	91369	51614	
47 rho Leo	10.54685306	9.306586111		3.84	91316	51624	
t Vel	10.54912889	-47.00335278		5.02	91504	51635	
34 LMi	10.55858639	34.98869444		5.57	91365	51685	
44 Hya	10.5669125	-23.74516667		5.08	91550	51718	
48 Leo	10.58000389	6.953741667		5.07	91612	51775	
49 Leo	10.58395694	8.649891667		5.67	91636	51802	
37 UMa	10.58600694	57.08255		5.16	91480	51814	
U Ant	10.58690278	-39.56259167		5.5	91793	51821	
gam Cha	10.59114083	-78.60778611		4.11	92305	51839	
r Car	10.59313861	-57.55763056		4.45	91942	51849	
phi02 Hya	10.60462778	-16.34432222		6.01	91880	51905	
t01 Car	10.60569972	-59.56439444		5.08	92063	51912	
35 LMi	10.60595	36.32692778		6.29	91752	51914	
p Vel	10.62173472	-48.22561111		3.84	92139	51986	
U Hya	10.62590889	-13.38454167		4.89	92055	52009	
36 LMi	10.631185	34.078625		6.42	92000	52032	
phi Hya	10.64304194	-16.87656944		4.91	92214	52085	
37 LMi	10.64533694	31.97623889		4.68	92125	52098	
t02 Car	10.64583194	-59.18299722		4.69	92397	52102	
38 LMi	10.65212	37.91		5.84	92168	52139	
x Vel	10.65510917	-55.60326667		4.29	92449	52154	
33 Sex	10.69005194	-1.741491667		6.25	92588	52316	
38 UMa	10.69904111	65.71628333		5.12	92424	52353	
34 Sex	10.71040861	3.5831		6.57	92749	52401	
the Car	10.71595167	-64.39447778		2.74	93030	52419	
40 LMi	10.71718917	26.32555556		5.51	92769	52422	
35 Sex	10.72237222	4.746719444		5.77	92841	52452	
41 LMi	10.72359889	23.18840278		5.08	92825	52457	
w Car	10.72563694	-60.56661667		4.58	93070	52468	
39 UMa	10.72870389	57.1992		5.79	92728	52478	
36 Sex	10.75262694	2.487975		6.27	93102	52584	
del01 Cha	10.75457083	-80.46958611		5.46	93779	52595	
del02 Cha	10.76305639	-80.54018889		4.45	93845	52633	
42 LMi	10.76441528	30.68231389		5.36	93152	52638	
40 UMa	10.76663083	56.92083889		7.22	93075	52650	
37 Sex	10.76824444	6.373183333		6.38	93244	52660	
41 UMa	10.77291139	57.36591667		6.34	93132	52685	
51 m Leo	10.773485	18.891525		5.5	93257	52686	
52 k Leo	10.77368806	14.19465		5.49	93291	52689	
mu. Vel	10.77949667	-49.42026111		2.69	93497	52727	
b01 Hya	10.78112639	-17.29688056		5.44	93397	52737	
43 LMi	10.81589694	29.41605833		6.15	93636	52882	
53 l Leo	10.82095306	10.54520278		5.32	93702	52911	
40 Sex	10.82147222	-4.023925		6.61	93742	52913	
nu. Hya	10.82706528	-16.19410833		3.11	93813	52943	
44 LMi	10.83159056	27.97394444		6.05	93765	52959	
41 Sex	10.83834889	-8.897761111		5.8	93903	52980	
43 UMa	10.85305889	56.58224722		5.66	93859	53043	
42 UMa	10.85658972	59.32011944		5.57	93875	53064	
46 LMi	10.88852861	34.21486944		3.79	94264	53229	Praecipua
b03 Hya	10.89153667	-20.13870833		5.23	94388	53252	
u Car	10.89157083	-58.853175		3.78	94510	53253	
44 UMa	10.89290389	54.58512778		5.12	94247	53261	
p01 Leo	10.89547583	-2.129208333		5.45	94402	53273	
45 ome UMa	10.89965028	43.18995833		4.66	94334	53295	
48 LMi	10.91171278	25.490725		6.19	94480	53355	
47 LMi	10.91616139	34.03479722		5.73	94497	53377	
T Car	10.92145	-60.51700556		5.93	94776	53394	
54 Leo	10.92688917	24.74972222		4.3	94601	53417	
55 Leo	10.92844333	0		5.91	94672	53423	
46 UMa	10.92899556	33.50693056		5.02	94600	53426	
56 Leo	10.93374194	6.185369444		5.91	94705	53449	
50 LMi	10.94289667	25.50024444		6.36	94747	53492	
iot Ant	10.94529194	-37.13775833		4.6	94890	53502	
eta Oct	10.98715722	-84.59389167		6.19	96124	53702	
47 UMa	10.99110361	40.43025833		5.03	95128	53721	
7 alf Crt	10.99624028	-18.29879722		4.08	95272	53740	Alkes
i Vel	11.00257361	-42.22585278		4.37	95370	53773	
58 d Leo	11.00934667	3.617497222		4.84	95345	53807	
59 c Leo	11.01244528	6.10145		4.98	95382	53824	
49 UMa	11.01400639	39.21208889		5.06	95310	53838	
61 p02 Leo	11.03046528	-2.484583333		4.73	95578	53907	
60 b Leo	11.03882667	20.17983889		4.42	95608	53954	
62 p03 Leo	11.06016444	0		5.95	95849	54049	
51 UMa	11.07534111	38.24136111		6.01	95934	54136	
63 chi Leo	11.08361889	7.336011111		4.62	96097	54182	
51 LMi	11.08763194	25.20190556		7.8	96094	54196	
chi01 Hya	11.08886306	-27.29361389		4.92	96202	54204	
chi02 Hya	11.099325	-27.28785556		5.69	96314	54255	
z Car	11.10900806	-62.42411111		4.62	96566	54301	
65 p04 Leo	11.11505667	1.955516667		5.52	96436	54336	
52 LMi	11.11801944	25.53713056		6.86	96418	54347	
64 Leo	11.12769583	23.32376111		6.48	96528	54388	
z02 Car	11.14277722	-61.94717778		5.11	96919	54461	
x Car	11.14316389	-58.97503889		3.93	96918	54463	
67 Leo	11.14696944	24.65846111		5.7	96738	54487	
52 psi UMa	11.16105778	44.49848333		3	96833	54539	
11 bet Crt	11.19430167	-22.82561944		4.46	97277	54682	
psi Crt	11.20843583	-18.49984444		6.11	97411	54742	
y Car	11.21000389	-60.31763056		4.59	97534	54751	
69 p05 Leo	11.22932	0		5.4	97585	54849	
68 del Leo	11.23511611	20.52401944		2.56	97603	54872	Zosma
70 the Leo	11.237335	15.42957778		3.33	97633	54879	Chertan
72 Leo	11.25339667	23.09551389		4.56	97778	54951	
73 n Leo	11.264415	13.30756944		5.31	97907	55016	
74 phi Leo	11.27769472	-3.651602778		4.45	98058	55084	
75 Leo	11.28816667	2.010558333		5.18	98118	55137	
54 nu. UMa	11.3079825	33.09430278		3.49	98262	55219	Alula Borealis
76 Leo	11.31526639	1.6504		5.9	98366	55249	
55 UMa	11.31887278	38.18571389		4.76	98353	55266	
12 del Crt	11.32236667	-14.77902222		3.56	98430	55282	Labr
pi. Cen	11.35011389	-54.49103333		3.9	98718	55425	
77 sig Leo	11.35227583	6.029322222		4.05	98664	55434	
71 Leo	11.37470722	17.43701389		7.31	98824	55533	
56 UMa	11.38044028	43.48270556		4.99	98839	55560	
13 lam Crt	11.38941083	-18.77997778		5.08	98991	55598	
78 iot Leo	11.39873861	10.52954444		4	99028	55642	
79 Leo	11.40064639	1.407761111		5.39	99055	55650	
14 eps Crt	11.41016417	-10.859325		4.81	99167	55687	
15 gam Crt	11.41471639	-17.68401667		4.06	99211	55705	
81 Leo	11.42677028	16.45653889		5.58	99285	55765	
80 Leo	11.43057111	3.860108333		6.35	99329	55791	
83 Leo	11.4459225	3.013088889		6.49	99491	55846	
16 kap Crt	11.45264361	-12.35674722		5.93	99564	55874	
84 tau Leo	11.46562222	2.856269444		4.95	99648	55945	
57 UMa	11.48447833	39.33697222		5.3	99787	56034	
85 Leo	11.49495722	15.41326944		5.74	99902	56080	
87 e Leo	11.50524778	-3.003497222		4.77	99998	56127	
86 Leo	11.50806389	18.4098		5.54	100006	56146	
58 UMa	11.5086475	43.17324444		5.94	99984	56148	
1 lam Dra	11.52339444	69.331075		3.82	100029	56211	Gianfar
88 Leo	11.52915139	14.36451667		6.27	100180	56242	
omi01 Cen	11.52946306	-59.44205833		5.07	100261	56243	
omi02 Cen	11.53022222	-59.51565		5.12	100262	56250	
17 Crt	11.53779	-29.26329444		4.93	100286	56280	
ksi Hya	11.55003222	-31.857625		3.54	100407	56343	
89 Leo	11.57276389	3.060169444		5.76	100563	56445	
90 Leo	11.57847	16.79696111		5.95	100600	56473	
A Cen	11.57934889	-54.26409167		4.62	100673	56480	
C01 Cen	11.58702278	-47.37257778		5.64	100733	56518	
lam Cen	11.59635611	-63.01984444		3.11	100841	56561	
C02 Cen	11.59877361	-47.64163611		5.26	100825	56573	
2 Dra	11.60077611	69.32295833		5.19	100696	56583	
21 the Crt	11.61136472	-9.802241667		4.7	100889	56633	
91 ups Leo	11.61581417	0		4.3	100920	56647	
pi. Cha	11.62100861	-75.89654444		5.64	101132	56675	
C03 Cen	11.62610889	-47.74731389		5.46	101067	56700	
59 UMa	11.63904722	43.62543056		5.56	101107	56770	
1 ome Vir	11.64100194	8.134297222		5.24	101153	56779	
60 UMa	11.64264222	46.83420278		6.09	101133	56789	
24 iot Crt	11.64444639	-13.20197778		5.48	101198	56802	
omi Hya	11.67021944	-34.74466111		4.7	101431	56922	
92 Leo	11.67974083	21.352725		5.26	101484	56975	
61 UMa	11.68417111	34.20164444		5.31	101501	56997	
62 UMa	11.69284944	31.74605556		5.73	101606	57029	
3 Dra	11.70787861	66.74490278		5.32	101673	57111	
27 zet Crt	11.74604944	-18.35068333		4.71	102070	57283	
2 ksi Vir	11.75473333	8.258122222		4.84	102124	57328	
lam Mus	11.7601175	-66.72876111		3.63	102249	57363	
3 nu. Vir	11.76432278	6.529388889		4.04	102212	57380	
63 chi UMa	11.76750389	47.77940556		3.69	102224	57399	Alkafzah
4 A01 Vir	11.79858306	8.245886111		5.31	102510	57562	
93 Leo	11.79976	20.21893333		4.5	102509	57565	
mu. Mus	11.8040375	-66.81490833		4.75	102584	57581	
j Cen	11.82808	-63.78848889		4.3	102776	57669	
5 bet Vir	11.84492167	1.764733333		3.59	102870	57757	Zavijah
B Cen	11.85241417	-45.17346944		4.47	102964	57803	
bet Hya	11.88181306	-33.90809444		4.29	103192	57936	
64 gam UMa	11.89717889	53.69475833		2.41	103287	58001	Phad
6 A02 Vir	11.91753694	8.443944444		5.58	103484	58110	
65 UMa	11.91826389	46.47683889		6.54	103483	58112	
65 UMa	11.91981417	46.46979167		7.16	103498	58117	
95 o Leo	11.92792611	15.64681667		5.53	103578	58159	
66 UMa	11.93289333	56.59856111		5.83	103605	58181	
30 eta Crt	11.93359833	-17.15082778		5.17	103632	58188	
eps Cha	11.99376722	-78.22185278		4.88	104174	58484	
7 b Vir	11.9991425	3.655197222		5.36	104181	58510	
31 Crt	12.01421083	-19.65898333		5.28	104337	58587	
8 pi. Vir	12.01455306	6.614330556		4.65	104321	58590	
1 Com	12.028965	22.09430278		6.57	104452	58661	
67 UMa	12.03522278	43.04564167		5.22	104513	58684	
the01 Cru	12.05041722	-63.31293056		4.32	104671	58758	
89 Cen	12.06009278	-39.00905556		6.51	104747	58799	
2 Com	12.07127806	21.45916667		5.89	104827	58858	
the02 Cru	12.072005	-63.16571111		4.72	104841	58867	
kap Cha	12.07957556	-76.51906111		5.04	104902	58905	
9 omi Vir	12.08681667	8.732969444		4.12	104979	58948	
eta Cru	12.11469444	-64.61373056		4.14	105211	59072	
E Cen	12.13741944	-48.69248611		5.34	105416	59184	
del Cen	12.13930889	-50.72242778		2.58	105435	59196	
1 alf Crv	12.14021028	-24.72878056		4.02	105452	59199	Alchita
10 Vir	12.161475	1.897897222		5.95	105639	59285	
11 Vir	12.16761583	5.807005556		5.72	105702	59309	
2 eps Crv	12.16875639	-22.61979167		3.02	105707	59316	Minkar
3 Com	12.17545333	16.80928056		6.4	105778	59352	
3 Crv	12.1844	-23.60242222		5.45	105850	59394	
rho Cen	12.19419861	-52.36845		3.97	105937	59449	
68 UMa	12.19580722	57.05440833		6.34	106002	59458	
4 Com	12.19754917	25.87028333		5.66	105981	59468	
5 Com	12.20258028	20.54206389		5.6	106057	59501	
S Mus	12.21306083	-70.15178611		6.05	106111	59551	
12 Vir	12.22387167	10.26234167		5.85	106251	59608	
D Cen	12.234025	-45.72428611		5.31	106321	59654	
1 CVn	12.24539167	53.434625		6.18	106478	59708	
del Cru	12.25242111	-58.74892778		2.79	106490	59747	
69 del UMa	12.25707028	57.03259722		3.32	106591	59774	Megrez
4 gam Crv	12.26346167	-17.54198056		2.58	106625	59803	Gienah
6 Com	12.26671861	14.89907222		5.09	106661	59819	
2 CVn	12.26876389	40.66017778		5.69	106690	59831	
7 Com	12.27237167	23.94541389		4.93	106714	59847	
eps Mus	12.292855	-67.96073611		4.06	106849	59929	
bet Cha	12.30578472	-79.31223889		4.24	106911	60000	
zet Cru	12.30729	-64.00306944		4.06	106983	60009	
13 Vir	12.31119944	0		5.9	107070	60030	
F Cen	12.31659833	-55.14300556		5.01	107079	60059	
8 Com	12.32199806	23.03467222		6.26	107168	60087	
9 Com	12.32486833	28.156925		6.38	107213	60098	
3 CVn	12.33019722	48.98415		5.28	107274	60122	
10 Com	12.33072917	28.46435278		6.64	107276	60123	
